Unnamed: 0,scenario_id,title,description,category,listing_price,buyer_target,seller_target,outcome,accepted_price,transcript,prices,actions,transcript_display,bias,aggressiveness,fairness,dialogue_length,bias_cond_dialogue_length,rel_efficiency,probing_ratio,concession_rate,rel_eff
0,09aea678-c5cd-4967-8a2f-b650f3520c55,Verizon Car Charger with Dual Output Micro USB and LED Light,Charge two devices simultaneously on the go. This vehicle charger with an additional USB port delivers enough power to charge two devices at once. The push-button activated LED connector light means no more fumbling in the dark trying to connect your device. Auto Detect IC Technology automatically detects the device type and its specific charging needs for improved compatibility. And the built-in indicator light illuminates red to let you know the charger is receiving power and the power socket is working properly.,phone,10.0,7.0,10.0,Accepted,7.5,"	Buyer: Hi, I'm interested in the Verizon Car Charger with Dual Output Micro USB and LED Light. Can we discuss the price?
	Seller: Nice to discuss the price with you, the charger is fixed at twelve dollars.
	Buyer: That's a bit too high.
	Seller: I understand you think it's a bit high, so I'm willing to meet you halfway at $9.
	Buyer: I appreciate the willingness to lower the price, but I can only go up to $7.
	Seller: I can go up to $8.
	Buyer: I think we're getting close, but $8 is still a bit too high for me. How about $7.50?
	Seller: I'll meet you at $7.5.
	Buyer: Alright, $7.5 is acceptable to me.
","[-1.0, -1.0, -1.0, 9.0, 7.0, 8.0, 8.0, 7.5, 7.5]","['intro', 'intro', 'disagree', 'offer', 'counter-price', 'counter-price', 'counter-price', 'offer', 'agree']","
      =================================================================================================
      Negotiation for: <Verizon Car Charger with Dual Output Micro USB and LED Light>
      =================================================================================================
      	Buyer: Hi, I'm interested in the Verizon Car Charger with Dual Output Micro USB and LED Light. Can we discuss the price?
	Seller: Nice to discuss the price with you, the charger is fixed at twelve dollars.
	Buyer: That's a bit too high.
	Seller: I understand you think it's a bit high, so I'm willing to meet you halfway at $9.
	Buyer: I appreciate the willingness to lower the price, but I can only go up to $7.
	Seller: I can go up to $8.
	Buyer: I think we're getting close, but $8 is still a bit too high for me. How about $7.50?
	Seller: I'll meet you at $7.5.
	Buyer: Alright, $7.5 is acceptable to me.
      ~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~
      Outcome: Accepted
      Agreed Price: 7.5
      =================================================================================================
      ",0.6666666666666667,0.25,0.3333333333333333,9,0.074074074074074,0.037037037037037035,0.0,0.5833333333333334,0.037037037037037
1,e5cd53dc-424c-4197-8eb8-ed8861b19e0d,Long board custom bilt from the board up,Hey there cl I have a long board for sale pretty much brand knew rode all together 4 or 5 times . The brand on the deck is a gravity skateboard. The brand of trucks are sidewinder 2sGuwuing.mini monster hawgs 70mm 78a Wheels with Swiss bones bearings brand new. Please no low ballers thank you and have a great day .,bike,200.0,120.0,200.0,Rejected,,"	Buyer: I'm interested in your long board for sale. It looks like it's in great condition.
	Seller: That's great to hear, thank you. The deck is indeed in excellent condition, and I've taken great care of it. What are you looking for in a long board? Are you a seasoned skater or just starting out?
	Buyer: I'm looking for something affordable, ideally under $120.
	Seller: I can definitely understand that, but considering the condition and the brand new wheels and bearings, I was thinking more along the lines of $150-$180. Would you be willing to meet me in the middle at $155?
	Buyer: I can go up to $140.
	Seller: I can meet you at $160, that's the lowest I can go.
	Buyer: $145.
	Seller: How about $165?
	Buyer: I can meet you at $150.
	Seller: I think we're really close now, how about $165?
	Buyer: I think the lowest I would want to go is $157.
	Seller: I can do $158.
	Buyer: I can go up to $159.
	Seller: How about we meet at $155?
	Buyer: I think the lowest I would want to go is $157.
","[-1.0, -1.0, -1.0, 150.0, 140.0, 160.0, 145.0, 165.0, 150.0, 165.0, 157.0, 158.0, 159.0, 155.0, 157.0]","['intro', 'inquire', 'inform', 'counter-price', 'counter-price', 'counter-price', 'counter-price', 'offer', 'counter-price', 'offer', 'counter-price', 'offer', 'counter-price', 'offer', 'counter-price']","
      =================================================================================================
      Negotiation for: <Long board custom bilt from the board up>
      =================================================================================================
      	Buyer: I'm interested in your long board for sale. It looks like it's in great condition.
	Seller: That's great to hear, thank you. The deck is indeed in excellent condition, and I've taken great care of it. What are you looking for in a long board? Are you a seasoned skater or just starting out?
	Buyer: I'm looking for something affordable, ideally under $120.
	Seller: I can definitely understand that, but considering the condition and the brand new wheels and bearings, I was thinking more along the lines of $150-$180. Would you be willing to meet me in the middle at $155?
	Buyer: I can go up to $140.
	Seller: I can meet you at $160, that's the lowest I can go.
	Buyer: $145.
	Seller: How about $165?
	Buyer: I can meet you at $150.
	Seller: I think we're really close now, how about $165?
	Buyer: I think the lowest I would want to go is $157.
	Seller: I can do $158.
	Buyer: I can go up to $159.
	Seller: How about we meet at $155?
	Buyer: I think the lowest I would want to go is $157.
      ~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~
      Outcome: Rejected
      Agreed Price: N/A
      =================================================================================================
      ",,,,15,,,0.0666666666666666,9.25,
2,02cfdc52-9530-4ac7-97fa-e4055cd0b6d0,Sectional Couch,I am remodeling my space and selling a beautiful custom modern terra cotta color sectional couch. It is in like-new condition and can be taken apart in two pieces while transporting. Absolutely no wear or tear in a non-smoking home. I am located in the Sunset district of SF. Please email if you are interested in seeing it. Thank you!,furniture,585.0,444.0,585.0,Rejected,,"	Buyer: Hi, I'm interested in your custom modern terra cotta color sectional couch. What's the current price for it?
	Seller: The current price for the sectional couch is $585.
	Buyer: What's the highest price you'd be willing to accept for it?
	Seller: I was thinking more along the lines of $500 to $550, considering its like-new condition and the fact that it's in two pieces for transportation.
	Buyer: I could do $475 for it.
	Seller: I think I can do $525, considering it's in like-new condition and the transportation benefits.
	Buyer: I could do $499, but that's as low as I can go.
	Seller: I think I can do $528, considering it's a great deal for a like-new item.
	Buyer: I can do $479.
	Seller: I can do $520 for the sectional couch, but I'm willing to meet you halfway if you're open to negotiations.
	Buyer: $509
	Seller: I think $522 could be a fair price considering the item's condition and transportation benefits.
	Buyer: I could go up to $491 but that's as high as I can go.
	Seller: I was thinking $515, considering the transportation benefits and the item's condition.
	Buyer: I could do $480.
","[-1.0, -1.0, -1.0, 500.0, 475.0, 525.0, 499.0, 528.0, 479.0, 520.0, 509.0, 522.0, 491.0, 515.0, 480.0]","['intro', 'inform', 'inquire', 'init-price', 'counter-price', 'counter-price', 'counter-price', 'offer', 'counter-price', 'offer', 'counter-price', 'offer', 'counter-price', 'offer', 'offer']","
      =================================================================================================
      Negotiation for: <Sectional Couch>
      =================================================================================================
      	Buyer: Hi, I'm interested in your custom modern terra cotta color sectional couch. What's the current price for it?
	Seller: The current price for the sectional couch is $585.
	Buyer: What's the highest price you'd be willing to accept for it?
	Seller: I was thinking more along the lines of $500 to $550, considering its like-new condition and the fact that it's in two pieces for transportation.
	Buyer: I could do $475 for it.
	Seller: I think I can do $525, considering it's in like-new condition and the transportation benefits.
	Buyer: I could do $499, but that's as low as I can go.
	Seller: I think I can do $528, considering it's a great deal for a like-new item.
	Buyer: I can do $479.
	Seller: I can do $520 for the sectional couch, but I'm willing to meet you halfway if you're open to negotiations.
	Buyer: $509
	Seller: I think $522 could be a fair price considering the item's condition and transportation benefits.
	Buyer: I could go up to $491 but that's as high as I can go.
	Seller: I was thinking $515, considering the transportation benefits and the item's condition.
	Buyer: I could do $480.
      ~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~
      Outcome: Rejected
      Agreed Price: N/A
      =================================================================================================
      ",,,,15,,,0.0666666666666666,27.833333333333332,
3,8ba14ae4-1de2-4551-9959-d95d54141be5,2006 Toyota 4Runner 4WD - Only 106k Miles - Clean Title,"Selling my 2006 Toyota 4 Runner with only 106k original miles. The truck is in great condition with no mechanical flaws whatsoever and a clean accident history. Got new tires about 3,000 miles ago. Always has the oil changed on time (due in about 1k). Just got a thorough cleaning inside and a wash and wax outside (still wet in the photos). This truck has never been offroad, but the 4WD is working perfectly from the few times we've been up to Tahoe in it. However, it's a 10+ year old truck that's been driven, not babied and garaged all the time. It's got some scratches, paint is not perfect, but zero body damage.",car,14500.0,8700.0,14500.0,Accepted,10900.0,"	Buyer: Hi, I'm interested in the 2006 Toyota 4Runner. I'd like to start the negotiation with an offer of $8,500.
	Seller: I can see you're serious about buying the 4Runner, but I was thinking more along the lines of $13,800.
	Buyer: I appreciate your initial offer, but $8,500 is too low.  However, I can meet you halfway at $10,400.
	Seller: I understand where you're coming from, but since the truck has a clean title and is in great condition, I was thinking more along the lines of $12,200.
	Buyer: How about $10,000?
	Seller: That's still a bit below my target, but I'm willing to meet you at $11,000.
	Buyer: That's still a bit above my target. I'd be willing to meet you at $10,500.
	Seller: I can go up to $11,200, but that's as high as I'm willing to go.
	Buyer: I can do $10,800.
	Seller: I can do $11,100.
	Buyer: $10,900.
	Seller: Eh, fine. $10,900.
","[8500.0, 13800.0, 8500.0, 12200.0, 10000.0, 11000.0, 10500.0, 11200.0, 10800.0, 11100.0, 10900.0, 10900.0]","['init-price', 'counter-price', 'counter-price', 'counter-price', 'offer', 'counter-price', 'counter-price', 'counter-price', 'counter-price', 'offer', 'counter-price', 'accept']","
      =================================================================================================
      Negotiation for: <2006 Toyota 4Runner 4WD - Only 106k Miles - Clean Title>
      =================================================================================================
      	Buyer: Hi, I'm interested in the 2006 Toyota 4Runner. I'd like to start the negotiation with an offer of $8,500.
	Seller: I can see you're serious about buying the 4Runner, but I was thinking more along the lines of $13,800.
	Buyer: I appreciate your initial offer, but $8,500 is too low.  However, I can meet you halfway at $10,400.
	Seller: I understand where you're coming from, but since the truck has a clean title and is in great condition, I was thinking more along the lines of $12,200.
	Buyer: How about $10,000?
	Seller: That's still a bit below my target, but I'm willing to meet you at $11,000.
	Buyer: That's still a bit above my target. I'd be willing to meet you at $10,500.
	Seller: I can go up to $11,200, but that's as high as I'm willing to go.
	Buyer: I can do $10,800.
	Seller: I can do $11,100.
	Buyer: $10,900.
	Seller: Eh, fine. $10,900.
      ~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~
      Outcome: Accepted
      Agreed Price: 10900.0
      =================================================================================================
      ",0.2413793103448276,0.2482758620689655,0.7586206896551724,12,0.0201149425287356,0.0632183908045977,0.0,1633.3333333333333,0.0632183908045977
4,cbd117d3-ebb8-4b5d-9817-905e351a2368,Wooden FULL SIZED Futon w/ 2 Slip Covers $125 obo,Just bought on craigslist a few months ago. was exactly what I was looking for but ended up being a tight fit for the space. Classic design. comes with all white slip cover and dove grey slip cover.,furniture,125.0,95.0,125.0,Accepted,95.0,"	Buyer: Hi, I'm interested in buying the wooden full-sized futon with the two slip covers. It looks like a great piece of furniture.
	Seller: I completely agree, it's a classic design and a great piece of furniture. As for the price, I was thinking more along the lines of $90.
	Buyer: That's a bit above my target, can you consider $85?
	Seller: I can do $100, but I'm willing to meet you halfway at $97.5.
	Buyer: $92.5
	Seller: How about $95?
	Buyer: I'm not sure, can you do $95.
	Seller: I can do $95.
	Buyer: Alright, $95 is fine.
","[-1.0, 90.0, 85.0, 100.0, 92.5, 95.0, 95.0, 95.0, 95.0]","['intro', 'init-price', 'counter-price', 'offer', 'counter-price', 'offer', 'counter-price', 'counter-price', 'agree']","
      =================================================================================================
      Negotiation for: <Wooden FULL SIZED Futon w/ 2 Slip Covers $125 obo>
      =================================================================================================
      	Buyer: Hi, I'm interested in buying the wooden full-sized futon with the two slip covers. It looks like a great piece of furniture.
	Seller: I completely agree, it's a classic design and a great piece of furniture. As for the price, I was thinking more along the lines of $90.
	Buyer: That's a bit above my target, can you consider $85?
	Seller: I can do $100, but I'm willing to meet you halfway at $97.5.
	Buyer: $92.5
	Seller: How about $95?
	Buyer: I'm not sure, can you do $95.
	Seller: I can do $95.
	Buyer: Alright, $95 is fine.
      ~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~
      Outcome: Accepted
      Agreed Price: 95.0
      =================================================================================================
      ",1.0,0.24,0.0,9,0.1111111111111111,0.0,0.0,3.75,0.0
5,15a0be73-0d95-4adb-9231-b3e0e0a687b3,Brand NEW SanDisk ULTRA MicroSDXC 200GB,"I have a brand new unopened microSD card. Great for Android users, Nintendo Switch, 3DS and GoPro cameras, and beyond.",electronics,75.0,69.0,75.0,Accepted,60.0,"	Buyer: Hi, I'm interested in buying the Brand NEW SanDisk ULTRA MicroSDXC 200GB.
	Seller: I can let it go for $60, it's a great deal considering it's brand new and unopened.
	Buyer: I appreciate that, but I was thinking more like $55.
	Seller: I can do $58, but that's as low as I can go, considering I just restocked them and want to make a decent profit.
	Buyer: I can go up to $57.
	Seller: I could do $62, considering I just restocked them and want to maintain a decent margin.
	Buyer: I can do $60.
	Seller: That's a great price, how about we meet in the middle at $65?
	Buyer: I don't think we're that close, how about $61?
	Seller: I was thinking more along the lines of $62, it's still a great price considering the seller just restocked them and wants to maintain a decent margin.
	Buyer: I'm close to $60, I think we can agree on $5 less than what you suggested.
	Seller: Eh, fine. $60.
","[-1.0, 60.0, 55.0, 58.0, 57.0, 62.0, 60.0, 65.0, 61.0, 62.0, 60.0, 60.0]","['intro', 'offer', 'counter-price', 'counter-price', 'offer', 'offer', 'offer', 'offer', 'counter-price', 'offer', 'counter-price', 'accept']","
      =================================================================================================
      Negotiation for: <Brand NEW SanDisk ULTRA MicroSDXC 200GB>
      =================================================================================================
      	Buyer: Hi, I'm interested in buying the Brand NEW SanDisk ULTRA MicroSDXC 200GB.
	Seller: I can let it go for $60, it's a great deal considering it's brand new and unopened.
	Buyer: I appreciate that, but I was thinking more like $55.
	Seller: I can do $58, but that's as low as I can go, considering I just restocked them and want to make a decent profit.
	Buyer: I can go up to $57.
	Seller: I could do $62, considering I just restocked them and want to maintain a decent margin.
	Buyer: I can do $60.
	Seller: That's a great price, how about we meet in the middle at $65?
	Buyer: I don't think we're that close, how about $61?
	Seller: I was thinking more along the lines of $62, it's still a great price considering the seller just restocked them and wants to maintain a decent margin.
	Buyer: I'm close to $60, I think we can agree on $5 less than what you suggested.
	Seller: Eh, fine. $60.
      ~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~
      Outcome: Accepted
      Agreed Price: 60.0
      =================================================================================================
      ",4.0,0.2,-3.0,12,0.3333333333333333,0.25,0.0,2.5454545454545454,0.25
6,69a2d2b0-e339-45bc-8e00-9ff69db0d124,Bose Soundlink 3 brand new,"Brand new never use, i got it has a gift but i am using sonos system.",electronics,220.0,132.0,220.0,Accepted,132.0,"	Buyer: Hi, I'm interested in buying the Bose Soundlink 3 brand new from you. Can you tell me more about it?
	Seller: Absolutely, the Bose Soundlink 3 is a fantastic speaker, perfect for outdoor and indoor use, it's lightweight, compact, and has great sound quality, comes with a carrying case and warranty, never used, still sealed in its packaging.
	Buyer: Great, I think I have a good idea about the speaker. My target price for it is $132, would you be willing to sell it to me for that price?
	Seller: That's a reasonable offer, and I think we can work with that. I'm willing to sell it to you for $132.
","[-1.0, -1.0, -1.0, 132.0]","['intro', 'inform', 'inform', 'accept']","
      =================================================================================================
      Negotiation for: <Bose Soundlink 3 brand new>
      =================================================================================================
      	Buyer: Hi, I'm interested in buying the Bose Soundlink 3 brand new from you. Can you tell me more about it?
	Seller: Absolutely, the Bose Soundlink 3 is a fantastic speaker, perfect for outdoor and indoor use, it's lightweight, compact, and has great sound quality, comes with a carrying case and warranty, never used, still sealed in its packaging.
	Buyer: Great, I think I have a good idea about the speaker. My target price for it is $132, would you be willing to sell it to me for that price?
	Seller: That's a reasonable offer, and I think we can work with that. I'm willing to sell it to you for $132.
      ~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~
      Outcome: Accepted
      Agreed Price: 132.0
      =================================================================================================
      ",1.0,0.4,0.0,4,0.25,0.0,0.0,,0.0
7,ff3d27d6-5a0d-4908-9df4-ecf8b2b279aa,Apple iPhone 5S 16gb Space Gray,"Apple iPhone 5S 16gb Space Gray,Like New Condition (no scratches anywhere),Will be reset to factory specs before sale",phone,160.0,121.0,160.0,Accepted,140.0,"	Buyer: Hi, I'm interested in buying the Apple iPhone 5S 16gb Space Gray you have listed. Can you tell me more about it?
	Seller: It's an Apple iPhone 5S 16gb Space Gray, in like new condition, with no scratches anywhere. It will be reset to factory specs before sale.
	Buyer: That's a great description. I've checked the listing price, and it's $160. Is that your lowest price?
	Seller: I can do $155 for it, considering it's in like new condition.
	Buyer: I'm not sure I can go that high, how about $141?
	Seller: I think we can meet in the middle, how about $151?
	Buyer: I can do $145.
	Seller: That's still a bit higher than I'm comfortable with, can we meet at $143?
	Buyer: I can do $140.
	Seller: Eh, fine. $140.
","[-1.0, -1.0, -1.0, 155.0, 141.0, 151.0, 145.0, 143.0, 140.0, 140.0]","['intro', 'inform', 'inform', 'offer', 'offer', 'counter-price', 'counter-price', 'counter-price', 'counter-price', 'accept']","
      =================================================================================================
      Negotiation for: <Apple iPhone 5S 16gb Space Gray>
      =================================================================================================
      	Buyer: Hi, I'm interested in buying the Apple iPhone 5S 16gb Space Gray you have listed. Can you tell me more about it?
	Seller: It's an Apple iPhone 5S 16gb Space Gray, in like new condition, with no scratches anywhere. It will be reset to factory specs before sale.
	Buyer: That's a great description. I've checked the listing price, and it's $160. Is that your lowest price?
	Seller: I can do $155 for it, considering it's in like new condition.
	Buyer: I'm not sure I can go that high, how about $141?
	Seller: I think we can meet in the middle, how about $151?
	Buyer: I can do $145.
	Seller: That's still a bit higher than I'm comfortable with, can we meet at $143?
	Buyer: I can do $140.
	Seller: Eh, fine. $140.
      ~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~
      Outcome: Accepted
      Agreed Price: 140.0
      =================================================================================================
      ",0.0256410256410255,0.125,0.9743589743589745,10,0.0025641025641025,0.09743589743589745,0.0,5.0,0.0974358974358974
8,8d7a36d0-3926-4ef7-be9d-b1dbee2b2d15,Steel Frame Colnago,Rare and classic 62cm Steel Frame Colnago!! It's made and designed for the tall/ large man. Campanella components. Saddle is on my Cannondale. It was turned up about 25 miles of riding ago.,bike,600.0,456.0,600.0,Accepted,508.0,"	Buyer: Hi, I'm interested in the Colnago bike you have for sale. Can we discuss the price?
	Seller: Yes, absolutely! The Steel Frame Colnago is a rare find, and I'm happy to discuss the price with you.
	Buyer: I'm really interested in it, but $600 is a bit above my budget. Would you consider selling it to me for $456?
	Seller: I can see you're a serious buyer, but I need to make a living. I can do $540, and that's as low as I can go.
	Buyer: $480 is the lowest I can offer.
	Seller: I can do $520, and that's still a good deal considering the bike's condition and rarity.
	Buyer: I think the lowest I would want to go is $500.
	Seller: I can do $515, and that's still a bit below the market value considering the bike's condition, but I'm willing to make a deal.
	Buyer: I can go up to $508.
	Seller: Alright, $508 it is.
","[-1.0, -1.0, 600.0, 540.0, 480.0, 520.0, 500.0, 515.0, 508.0, 508.0]","['intro', 'intro', 'init-price', 'offer', 'counter-price', 'offer', 'counter-price', 'offer', 'counter-price', 'accept']","
      =================================================================================================
      Negotiation for: <Steel Frame Colnago>
      =================================================================================================
      	Buyer: Hi, I'm interested in the Colnago bike you have for sale. Can we discuss the price?
	Seller: Yes, absolutely! The Steel Frame Colnago is a rare find, and I'm happy to discuss the price with you.
	Buyer: I'm really interested in it, but $600 is a bit above my budget. Would you consider selling it to me for $456?
	Seller: I can see you're a serious buyer, but I need to make a living. I can do $540, and that's as low as I can go.
	Buyer: $480 is the lowest I can offer.
	Seller: I can do $520, and that's still a good deal considering the bike's condition and rarity.
	Buyer: I think the lowest I would want to go is $500.
	Seller: I can do $515, and that's still a bit below the market value considering the bike's condition, but I'm willing to make a deal.
	Buyer: I can go up to $508.
	Seller: Alright, $508 it is.
      ~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~
      Outcome: Accepted
      Agreed Price: 508.0
      =================================================================================================
      ",0.2777777777777777,0.1533333333333333,0.7222222222222222,10,0.0277777777777777,0.07222222222222222,0.0,25.25,0.0722222222222222
9,28281abc-4e98-4748-bab4-1e095d8d68bf,Beautiful 1 Bedroom Home with Balcony Available Mid June!,"Essex Property Trust,EMME Apartment Homes,6350 Christie Ave, Emeryville, CA 94608,We will have a 1 bedroom 1 bath 643 sq ft apartment #130 available on June 10th! Your beautiful new kitchen will have Cesar stone countertops, dark cherry wood on the cabinets and stainless steel appliances!,All of emme apartments come with a full size front load washer & dryer! Emme offers amenities such as our 24 hour gym, courtyard, clubhouse and our beautiful roof top deck, a must see with a great view of San Francisco! Living at emme makes life a bit easier with having everything you need right around the corner, from grocery stores to retail! Not to mention, transportation!,Emeryville provides us a free shuttle that picks you up right in front of the community and takes you straight to bart!,Schedule your appointment today!!,Stop by our 2 bedroom home OPEN HOUSE this Saturday, May 20th from 10:00 AM - 12:00 PM!",housing,2834.0,1700.0,2834.0,Rejected,,"	Buyer: Hi, I'm interested in the 1 bedroom home on Christie Ave. Can you tell me more about it?
	Seller: Ah, great to hear that you're interested! This beautiful 1 bedroom home has a lot to offer, including stunning views of San Francisco from our rooftop deck, a fully-equipped kitchen with modern appliances, and in-unit laundry convenience. We're offering it at a competitive price, and I think you'll really love the amenities we have here at Emme Apartment Homes.
	Buyer: That sounds perfect for me, but I do have a budget constraint.
	Seller: The current price for the 1 bedroom home is $2,834, which includes all the amenities and features I mentioned earlier.
	Buyer: I like the home, but $2834 is a bit steep for me.
	Seller: I understand that $2834 is a bit out of your budget, but considering the location, amenities, and condition of the property, I can try to make a slight adjustment. Would you be willing to consider $2800?
	Buyer: I could live with $2400.
	Seller: I appreciate your willingness to adjust the price, but I was thinking more in the range of $2600, considering the location and amenities.
	Buyer: I can do $2500.
	Seller: I can do $2575.
	Buyer: I was thinking more along the lines of $2550.
	Seller: I'd be happy to meet you at $2550.
	Buyer: I can do $2510.
	Seller: I can do $2550.
	Buyer: I think we're really close, how about $2525?
","[-1.0, -1.0, -1.0, -1.0, 2834.0, 2834.0, 2400.0, 2600.0, 2500.0, 2575.0, 2550.0, 2550.0, 2510.0, 2550.0, 2525.0]","['intro', 'inform', 'inform', 'inform', 'counter-price', 'counter-price', 'counter-price', 'counter-price', 'offer', 'counter-price', 'counter-price', 'offer', 'counter-price', 'offer', 'counter-price']","
      =================================================================================================
      Negotiation for: <Beautiful 1 Bedroom Home with Balcony Available Mid June!>
      =================================================================================================
      	Buyer: Hi, I'm interested in the 1 bedroom home on Christie Ave. Can you tell me more about it?
	Seller: Ah, great to hear that you're interested! This beautiful 1 bedroom home has a lot to offer, including stunning views of San Francisco from our rooftop deck, a fully-equipped kitchen with modern appliances, and in-unit laundry convenience. We're offering it at a competitive price, and I think you'll really love the amenities we have here at Emme Apartment Homes.
	Buyer: That sounds perfect for me, but I do have a budget constraint.
	Seller: The current price for the 1 bedroom home is $2,834, which includes all the amenities and features I mentioned earlier.
	Buyer: I like the home, but $2834 is a bit steep for me.
	Seller: I understand that $2834 is a bit out of your budget, but considering the location, amenities, and condition of the property, I can try to make a slight adjustment. Would you be willing to consider $2800?
	Buyer: I could live with $2400.
	Seller: I appreciate your willingness to adjust the price, but I was thinking more in the range of $2600, considering the location and amenities.
	Buyer: I can do $2500.
	Seller: I can do $2575.
	Buyer: I was thinking more along the lines of $2550.
	Seller: I'd be happy to meet you at $2550.
	Buyer: I can do $2510.
	Seller: I can do $2550.
	Buyer: I think we're really close, how about $2525?
      ~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~
      Outcome: Rejected
      Agreed Price: N/A
      =================================================================================================
      ",,,,15,,,0.0,85.36363636363636,
